name,region,rating,Red Wine_Collectible,Red Wine_Green Wine,Red Wine_Pink and Rosé,Red Wine_Red Wine,Red Wine_Screw Cap,Red Wine_Sparkling & Champagne,Red Wine_White Wine
Chalk Hill Sauvignon Blanc 2008,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Chalk Hill Sauvignon Blanc 2009,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Chalk Hill Sauvignon Blanc 2010,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Chalk Hill Sauvignon Blanc 2012,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Chalk Hill Sauvignon Blanc 2013,"Chalk Hill, Sonoma County, California",92.0,False,False,False,False,False,False,True
Chalk Hill Sauvignon Blanc 2014,"Chalk Hill, Sonoma County, California",90.0,False,False,False,False,False,False,True
Chalk Hill Sauvignon Blanc 2015,"Chalk Hill, Sonoma County, California",92.0,False,False,False,False,False,False,True
Chalk Hill Sonoma Coast Pinot Noir 2013,"Sonoma Coast, Sonoma County, California",90.0,False,False,False,True,False,False,False
Chalk Hill Sonoma Coast Pinot Noir 2014,"Sonoma Coast, Sonoma County, California",91.0,False,False,False,True,False,False,False
Chalk Hill Vineyard Selection Botrytis Semillon (half-bottle) 1997,"Sonoma County, California",92.0,False,False,False,False,False,False,True
Chalone Chardonnay 1996,"Central Coast, California",90.0,False,False,False,False,False,False,True
Chalone Chardonnay 1998,California,90.0,False,False,False,False,False,False,True
Chalone Chardonnay 1999,California,90.0,False,False,False,False,False,False,True
Chalone Chardonnay 2000,California,88.0,False,False,False,False,False,False,True
Chalone Chardonnay 2001,California,91.0,False,False,False,False,False,False,True
Chalone Chenin Blanc 2014,"Chalone, Monterey, Central Coast, California",90.0,False,False,False,False,False,False,True
Chalone Estate Chardonnay 2008,"Central Coast, California",92.0,False,False,False,False,False,False,True
Chalone Estate Chardonnay 2009,"Central Coast, California",91.0,False,False,False,False,False,False,True
Chalone Estate Chardonnay 2010,"Central Coast, California",87.0,False,False,False,False,False,False,True
Chalone Estate Chardonnay 2013,"Central Coast, California",90.0,False,False,False,False,False,False,True
Chalone Estate Chardonnay 2014,"Central Coast, California",90.0,False,False,False,False,False,False,True
Chalone Estate Chardonnay 2015,"Chalone, Monterey, Central Coast, California",93.0,False,False,False,False,False,False,True
Chalone Estate Pinot Blanc 1998,"Central Coast, California",91.0,False,False,False,False,False,False,True
Chalone Estate Pinot Blanc 2014,"Chalone, Monterey, Central Coast, California",91.0,False,False,False,False,False,False,True
Chalone Estate Pinot Noir 1999,"Central Coast, California",90.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2000,"Central Coast, California",88.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2001,"Central Coast, California",88.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2002,"Central Coast, California",90.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2004,"Central Coast, California",90.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2012,"Central Coast, California",92.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2013,"Central Coast, California",92.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2014,"Central Coast, California",92.0,False,False,False,True,False,False,False
Chalone Estate Pinot Noir 2015,"Chalone, Monterey, Central Coast, California",90.0,False,False,False,True,False,False,False
Chalone Gavilan Estate Chardonnay 2012,"Chalone, Monterey, Central Coast, California",89.0,False,False,False,False,False,False,True
Chalone Gavilan Estate Chardonnay 2013,"Chalone, Monterey, Central Coast, California",90.0,False,False,False,False,False,False,True
Chalone Gavilan Estate Pinot Noir 2013,"Chalone, Monterey, Central Coast, California",90.0,False,False,False,True,False,False,False
Chalone Grenache 2013,"Chalone, Monterey, Central Coast, California",92.0,False,False,False,True,False,False,False
Chalone Monterey County Pinot Noir 2010,"Central Coast, California",88.0,False,False,False,True,False,False,False
Chalone Syrah 2002,"Central Coast, California",91.0,False,False,False,True,False,False,False
Chaman Malbec Reserva 2012,Argentina,91.0,False,False,False,True,False,False,False
Chambers Rosewood Muscadelle (375ML half-bottle),"Rutherglen, Victoria, Australia",90.0,False,False,False,False,True,False,False
Chambers Rosewood Rutherglen Grand Muscat (375ML half-bottle),"Rutherglen, Victoria, Australia",93.0,False,False,False,False,False,False,False
Chambers Rosewood Rutherglen Muscat (375ML half-bottle),"Rutherglen, Victoria, Australia",89.0,False,False,False,False,True,False,False
Chambers Rosewood Rutherglen Rare Muscat (375ML half-bottle),"Rutherglen, Victoria, Australia",96.0,True,False,False,False,False,False,False
Chamisal Vineyards Estate Chardonnay 2013,"Edna Valley, Central Coast, California",90.0,False,False,False,False,False,False,True
Chamisal Vineyards Estate Pinot Noir 2007,"Central Coast, California",89.0,False,False,False,True,False,False,False
Chamisal Vineyards Estate Pinot Noir 2010,"Central Coast, California",90.0,False,False,False,True,False,False,False
Chamisal Vineyards Estate Pinot Noir 2011,"Edna Valley, Central Coast, California",91.0,False,False,False,True,False,False,False
Chamisal Vineyards Estate Pinot Noir 2012,"Edna Valley, Central Coast, California",91.0,False,False,False,True,False,False,False
Chamisal Vineyards Monterey Chardonnay 2017,"Monterey, Central Coast, California",90.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Chardonnay 2010,"Central Coast, California",90.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Chardonnay 2011,"Central Coast, California",89.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Chardonnay 2012,"Central Coast, California",89.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Chardonnay 2014,"Central Coast, California",90.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Chardonnay 2015,"Edna Valley, Central Coast, California",89.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Chardonnay 2018,"Central Coast, California",89.0,False,False,False,False,False,False,True
Chamisal Vineyards Stainless Pinot Noir 2014,"Central Coast, California",90.0,False,False,False,True,False,False,False
Chamonix Chardonnay 2014,"Franschhoek Valley, South Africa",91.0,False,False,False,False,False,False,True
Chamonix Chardonnay 2016,"Franschhoek Valley, South Africa",91.0,False,False,False,False,False,False,True
Chamonix Reserve Chardonnay 2014,"Franschhoek Valley, South Africa",91.0,False,False,False,False,False,False,True
Chamonix Reserve Pinot Noir 2014,"Franschhoek Valley, South Africa",90.0,False,False,False,True,False,False,False
Chamonix Reserve White 2014,"Franschhoek Valley, South Africa",90.0,False,False,False,False,False,False,True
Chamonix Rouge 2015,"Franschhoek Valley, South Africa",89.0,False,False,False,True,False,False,False
Champ de Reves Anderson Valley Pinot Noir 2011,"Anderson Valley, Mendocino, California",93.0,False,False,False,True,False,False,False
Champ de Reves Anderson Valley Pinot Noir 2012,"Anderson Valley, Mendocino, California",90.0,False,False,False,True,False,False,False
Champ de Reves Anderson Valley Pinot Noir 2013,"Anderson Valley, Mendocino, California",90.0,False,False,False,True,False,False,False
Champ de Reves Anderson Valley Pinot Noir 2014,"Anderson Valley, Mendocino, California",90.0,False,False,False,True,False,False,False
Champ de Reves Skycrest Vineyard Anderson Valley Pinot Noir 2015,"Anderson Valley, Mendocino, California",92.0,False,False,False,True,False,False,False
Champagne Barons de Rothschild Blanc de Blancs,"Champagne, France",90.0,False,False,False,False,False,True,False
Champagne Barons de Rothschild Brut,"Champagne, France",90.0,False,False,False,False,False,True,False
Champagne Barons de Rothschild Rose,"Champagne, France",90.0,False,False,False,False,False,True,False
Champagne Krug Grande Cuvee 375ML and two flutes,"Champagne, France",94.0,False,False,False,False,False,True,False
Champalou Vouvray 2015,"Vouvray, Touraine, Loire, France",91.0,False,False,False,False,False,False,True
Champalou Vouvray La Cuvee des Fondraux 2015,"Vouvray, Touraine, Loire, France",92.0,False,False,False,False,False,False,True
Champalou Vouvray Les Tries (500ML) 2015,"Vouvray, Touraine, Loire, France",96.0,False,False,False,False,False,False,True
Champalou Vouvray Sec 2007,"Vouvray, Touraine, Loire, France",90.0,False,False,False,False,False,False,True
Chandon Blanc de Noirs,"Carneros, California",90.0,False,False,False,False,False,True,False
Chandon Blanc de Noirs (1.5L),"Carneros, California",91.0,False,False,False,False,False,True,False
Chandon Blanc de Noirs Late Disgorged,California,90.0,False,False,False,False,False,True,False
Chandon Brut,California,90.0,False,False,False,False,False,True,False
Chandon Brut Classic (375ML half-bottle),California,89.0,False,False,False,False,False,True,False
Chandon Carneros Pinot Noir 2010,"Carneros, California",90.0,False,False,False,True,False,False,False
Chandon Chardonnay 2003,"Carneros, California",90.0,False,False,False,False,False,False,True
Chandon Chardonnay 2012,"Carneros, California",91.0,False,False,False,False,False,False,True
Chandon de Briailles Corton Clos du Roi Grand Cru 2018,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",95.0,False,False,False,True,False,False,False
Chandon Etoile Rose,"North Coast, California",90.0,False,False,False,False,False,True,False
Chandon Pinot Meunier 2009,"Carneros, California",89.0,False,False,False,True,False,False,False
Chandon Ramal Road Reserve Pinot Noir 2002,"Carneros, California",90.0,False,False,False,True,False,False,False
Chandon Reserve Brut,"North Coast, California",90.0,False,False,False,False,False,True,False
Chandon Riche,"Napa Valley, California",87.0,False,False,False,False,False,True,False
Chanin Bien Nacido Vineyard Chardonnay 2013,"Santa Maria Valley, Central Coast, California",92.0,False,False,False,False,False,False,True
Chanin Bien Nacido Vineyard Chardonnay 2014,"Santa Maria Valley, Central Coast, California",91.0,False,False,False,False,False,False,True
Chanin Bien Nacido Vineyard Chardonnay 2015,"Santa Maria Valley, Central Coast, California",93.0,False,False,False,False,False,False,True
Chanin Bien Nacido Vineyard Chardonnay 2016,"Santa Maria Valley, Central Coast, California",93.0,False,False,False,False,False,False,True
Chanin Duvarita Vineyard Pinot Noir 2013,"Santa Barbara, Central Coast, California",91.0,False,False,False,True,False,False,False
Chanin Duvarita Vineyard Pinot Noir 2014,"Santa Barbara, Central Coast, California",92.0,False,False,False,True,False,False,False
Chanin La Rinconada Vineyard Pinot Noir 2013,"Sta. Rita Hills, Santa Barbara, Central Coast, California",92.0,False,False,False,True,False,False,False
Chanin Los Alamos Vineyard Chardonnay 2013,"Santa Barbara, Central Coast, California",92.0,False,False,False,False,False,False,True
Chanin Los Alamos Vineyard Chardonnay 2014,"Santa Barbara, Central Coast, California",91.0,False,False,False,False,False,False,True
Chanin Los Alamos Vineyard Chardonnay 2015,"Santa Barbara, Central Coast, California",92.0,False,False,False,False,False,False,True
Chanin Los Alamos Vineyard Pinot Noir 2013,"Santa Barbara, Central Coast, California",93.0,False,False,False,True,False,False,False
Chanin Los Alamos Vineyard Pinot Noir 2014,"Santa Barbara, Central Coast, California",93.0,False,False,False,True,False,False,False
Chanin Los Alamos Vineyard Pinot Noir 2015,"Santa Barbara, Central Coast, California",90.0,False,False,False,True,False,False,False
Chanin Rita's Crown Vineyard Pinot Noir 2013,"Sta. Rita Hills, Santa Barbara, Central Coast, California",91.0,False,False,False,True,False,False,False
Chanin Sanford & Benedict Vineyard Chardonnay 2014,"Sta. Rita Hills, Santa Barbara, Central Coast, California",93.0,False,False,False,False,False,False,True
Chanin Sanford & Benedict Vineyard Chardonnay 2015,"Sta. Rita Hills, Santa Barbara, Central Coast, California",93.0,False,False,False,False,False,False,True
Chanin Sanford & Benedict Vineyard Pinot Noir 2013,"Santa Maria Valley, Central Coast, California",91.0,False,False,False,True,False,False,False
Chanin Zotovich Vineyard Pinot Noir 2013,"Sta. Rita Hills, Santa Barbara, Central Coast, California",91.0,False,False,False,True,False,False,False
Chanson Pere & Fils Beaune Clos des Feves Premier Cru Monopole 2012,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",91.0,False,False,False,True,False,False,False
Chanson Pere & Fils Beaune Clos des Feves Premier Cru Monopole 2015,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",94.0,False,False,False,True,False,False,False
Chanson Pere & Fils Beaune Clos des Mouches Blanc Premier Cru 2010,"Burgundy, France",90.0,False,False,False,False,False,False,True
Chanson Pere & Fils Beaune Clos des Mouches Blanc Premier Cru 2011,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,False,False,False,True
Chanson Pere & Fils Beaune Clos des Mouches Premier Cru 2005,"Burgundy, France",92.0,False,False,False,False,False,False,True
Chanson Pere & Fils Beaune Clos du Roi Premier Cru 2012,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Beaune Greves Premier Cru 2016,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Bourgogne Pinot Noir 2005,"Burgundy, France",88.0,False,False,False,True,False,False,False
Chanson Pere & Fils Bourgogne Pinot Noir 2009,"Burgundy, France",89.0,False,False,False,True,False,False,False
Chanson Pere & Fils Bourgogne Pinot Noir 2015,"Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Chassagne Montrachet 2010,"Burgundy, France",93.0,False,False,False,False,False,False,True
Chanson Pere & Fils Chassagne-Montrachet Les Chenevottes Premier Cru 2011,"Burgundy, France",90.0,False,False,False,False,False,False,True
Chanson Pere & Fils Clos des Mouches Rouge 2012,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",92.0,False,False,False,True,False,False,False
Chanson Pere & Fils Corton Vergennes Grand Cru 2011,"Burgundy, France",92.0,False,False,False,False,False,False,True
Chanson Pere & Fils Gevrey Chambertin 2010,"Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Meursault 2010,"Burgundy, France",91.0,False,False,False,False,False,False,True
Chanson Pere & Fils Nuits Saint Georges 2010,"Nuits-St-Georges, Cote de Nuits, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Puligny-Montrachet 2010,"Burgundy, France",90.0,False,False,False,False,False,False,True
Chanson Pere & Fils Savigny-Dominode Premier Cru 2010,"Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Savigny-Dominode Premier Cru 2012,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",90.0,False,False,False,True,False,False,False
Chanson Pere & Fils Savigny-les-Beaune Dominode Premier Cru 2015,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",93.0,False,False,False,True,False,False,False
Chanson Pere & Fils Vire Clesse (1.5 Liter Magnum) 2014,"Maconnais, Burgundy, France",89.0,False,False,False,False,False,False,True
Chanson Pere & Fils Vire Clesse (1.5 Liter Magnum) 2015,"Maconnais, Burgundy, France",91.0,False,False,False,False,False,False,True
Chanson Pere & Fils Vire Clesse 2014,"Maconnais, Burgundy, France",89.0,False,False,False,False,False,False,True
Chanson Pere & Fils Vire Clesse 2015,"Vire-Clesse, Maconnais, Burgundy, France",91.0,False,False,False,False,False,False,True
Chante Perdrix Blanc 2014,"Rhone, France",90.0,False,False,False,False,False,False,True
Chante Perdrix Chateauneuf-du-Pape 2015,"Chateauneuf-du-Pape, Rhone, France",91.0,False,False,False,True,False,False,False
Chapel Down Brut Rose,England,91.0,False,False,False,False,False,True,False
Chapel Down Three Graces Brut 2011,England,95.0,False,False,False,False,False,True,False
Chapel Down Three Graces Brut 2014,England,93.0,False,False,False,False,False,True,False
Chapelle St. Theodoric Chateauneuf-du-Pape Le Grand Pin 2013,"Chateauneuf-du-Pape, Rhone, France",92.0,False,False,False,True,False,False,False
Chapoutier and Laughton Cluster M45 Shiraz 2009,Australia,93.0,False,False,False,True,False,False,False
Chapoutier and Laughton Cluster M45 Shiraz 2010,Australia,93.0,False,False,False,True,False,False,False
Chappellet Cabernet Franc 2013,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Cabernet Franc 2014,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Cabernet Franc 2015,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Cabernet Franc 2016,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Cabernet Franc 2017,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Chardonnay 1998,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Chappellet Chardonnay 1999,"Napa Valley, California",88.0,False,False,False,False,False,False,True
Chappellet Chardonnay 2005,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Chappellet Chardonnay 2009,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Chappellet Chardonnay 2014,"Napa Valley, California",91.0,False,False,False,False,False,False,True
Chappellet Chardonnay 2015,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Chappellet Chardonnay 2016,"Napa Valley, California",92.0,False,False,False,False,False,False,True
Chappellet Grower Collection El Novillero Vineyard Chardonnay 2017,"Carneros, California",94.0,False,False,False,False,False,False,True
Chappellet Merlot 1998,"Napa Valley, California",86.0,False,False,False,True,False,False,False
Chappellet Merlot 1999,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Merlot 2015,"Napa Valley, California",90.0,False,False,False,True,False,False,False
Chappellet Moelleux Chenin Blanc (half-bottle) 1997,"Napa Valley, California",91.0,False,False,False,False,False,False,True
Chappellet Moelleux Chenin Blanc (half-bottle) 1998,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Chappellet Mountain Cuvee Proprietor's Blend (1.5 Liter Magnum) 2017,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2003,"Napa Valley, California",90.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2007,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2009,"Napa Valley, California",89.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2015,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2016,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2017,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Mountain Cuvee Proprietor's Blend 2018,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2007,"Napa Valley, California",96.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2013,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2014,"Napa Valley, California",99.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon (1.5 Liter) 2017,"Napa Valley, California",96.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2005,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2006,"Napa Valley, California",95.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2007,"Napa Valley, California",96.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2008,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2010,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2011,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2013,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2014,"Napa Valley, California",99.0,False,False,False,True,False,False,False
Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2017,"Napa Valley, California",96.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon (1.5 Liter Magnum) 2015,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon (1.5 Liter Magnum) 2018,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon (1.5L) Magnum 2006,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 1997,"Napa Valley, California",90.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 1998,"Napa Valley, California",87.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 1999,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2001,"Napa Valley, California",90.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2002,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2003,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2004,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2007,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2010,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2012,"Napa Valley, California",91.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2013,"Napa Valley, California",96.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2014,"Napa Valley, California",94.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2015,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2016,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Chappellet Signature Cabernet Sauvignon 2018,"Napa Valley, California",93.0,False,False,False,True,False,False,False
Chappellet Signature Chardonnay 1997,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Chappellet Signature Chardonnay 1999,"Napa Valley, California",91.0,False,False,False,False,False,False,True
Chappellet Signature Chenin Blanc 2017,"Napa Valley, California",93.0,False,False,False,False,False,False,True
Chapter 24 Fire and Flood The Fire Pinot Noir 2012,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Chapter 24 Fire and Flood The Fire Pinot Noir 2013,"Willamette Valley, Oregon",93.0,False,False,False,True,False,False,False
Chapter 24 Fire and Flood The Fire Pinot Noir 2014,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Chapter 24 Fire and Flood The Fire Pinot Noir (375ML half-bottle) 2013,"Willamette Valley, Oregon",93.0,False,False,False,True,False,False,False
Chapter 24 Fire and Flood The Flood Pinot Noir 2012,"Willamette Valley, Oregon",92.0,False,False,False,True,False,False,False
Chapter 24 Fire and Flood The Flood Pinot Noir 2013,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Chapter 24 Fire and Flood The Flood Pinot Noir (375ML half-bottle) 2013,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Chapter 24 Last Chapter Pinot Noir 2012,"Dundee Hills, Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Chapter 24 Last Chapter Pinot Noir 2013,"Willamette Valley, Oregon",93.0,False,False,False,True,False,False,False
Chapter 24 Last Chapter Pinot Noir 2014,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Chapter 24 Last Chapter Pinot Noir 2015,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Chapter 24 Last Chapter Pinot Noir 2016,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Chapter 24 Last Chapter Pinot Noir 2017,"Willamette Valley, Oregon",91.0,False,False,False,True,False,False,False
Chapter 24 The Fire Pinot Noir 2015,"Willamette Valley, Oregon",90.0,False,False,False,True,False,False,False
Charles & Charles C2 Northridge Vineyard Malbec 2015,"Columbia Valley, Washington",92.0,False,False,False,True,False,False,False
Charles & Charles Chardonnay 2013,"Columbia Valley, Washington",90.0,False,False,False,False,False,False,True
Charles & Charles Red Blend 2012,"Columbia Valley, Washington",90.0,False,False,False,True,False,False,False
Charles & Charles Red Blend 2014,"Columbia Valley, Washington",91.0,False,False,False,True,False,False,False
Charles & Charles Rose 2011,"Columbia Valley, Washington",90.0,False,False,True,False,False,False,False
Charles & Charles Rose 2012,"Columbia Valley, Washington",88.0,False,False,True,False,False,False,False
Charles & Charles Rose 2013,"Columbia Valley, Washington",90.0,False,False,True,False,False,False,False
Charles & Charles Rose 2014,"Columbia Valley, Washington",91.0,False,False,True,False,False,False,False
Charles & Charles Rose 2017,"Columbia Valley, Washington",90.0,False,False,True,False,False,False,False
Charles & Charles Rose 2016,"Columbia Valley, Washington",89.0,False,False,True,False,False,False,False
Charles Baur Cuvee Charles Riesling 2011,"Alsace, France",91.0,False,False,False,False,False,False,True
Charles Clement Blanc de Blancs Brut,"Champagne, France",90.0,False,False,False,False,False,True,False
Charles de Cazanove Brut Rose,"Champagne, France",91.0,False,False,False,False,False,True,False
Charles de Fere Reserve Rose,France,89.0,False,False,False,False,False,True,False
Charles Heidsieck Blanc des Millenaires Brut 1990,"Champagne, France",97.0,False,False,False,False,False,True,False
Charles Heidsieck Blanc des Millenaires Brut in Gift Box 1995,"Champagne, France",92.0,False,False,False,False,False,True,False
Charles Heidsieck Brut Reserve,"Champagne, France",90.0,False,False,False,False,False,True,False
Charles Heidsieck Brut Reserve (375ML half-bottle),"Champagne, France",90.0,False,False,False,False,False,True,False
Charles Heidsieck Brut Reserve Coffret with 2 Flutes,"Champagne, France",93.0,False,False,False,False,False,True,False
Charles Heidsieck Brut Reserve (Degorgement 2009),"Champagne, France",90.0,False,False,False,False,False,True,False
Charles Heidsieck Brut Reserve with two flutes,"Champagne, France",90.0,False,False,False,False,False,True,False
Charles Heidsieck Champagne Charlie 1981,"Champagne, France",92.0,False,False,False,False,False,True,False
Charles Heidsieck Champagne Charlie 1985,"Champagne, France",92.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Brut 2000,"Champagne, France",91.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Brut 2005,"Champagne, France",91.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Brut 2006,"Champagne, France",93.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Rose 1999,"Champagne, France",93.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Rose 1985,"Champagne, France",96.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Rose 2005,"Champagne, France",93.0,False,False,False,False,False,True,False
Charles Heidsieck Vintage Rose 2006,"Champagne, France",92.0,False,False,False,False,False,True,False
Charles Heintz Rachael Chardonnay 2013,"Sonoma Coast, Sonoma County, California",91.0,False,False,False,False,False,False,True
Charles Heintz Rachael Chardonnay 2015,"Sonoma Coast, Sonoma County, California",90.0,False,False,False,False,False,False,True
Charles Heintz Sonoma Coast Syrah 2012,"Sonoma Coast, Sonoma County, California",93.0,False,False,False,True,False,False,False
Charles Heintz Searby Vineyard Chardonnay 2015,"Sonoma Coast, Sonoma County, California",90.0,False,False,False,False,False,False,True
Charles Heintz Swan Pinot Noir 2013,"Sonoma Coast, Sonoma County, California",91.0,False,False,False,True,False,False,False
Charles Heintz Syrah Roxy 2013,"Sonoma Coast, Sonoma County, California",90.0,False,False,False,True,False,False,False
Charles Heintz Valentina Pinot Noir 2015,"Sonoma Coast, Sonoma County, California",90.0,False,False,False,True,False,False,False
Charles Joguet Chinon Clos de la Cure 2001,"Chinon, Touraine, Loire, France",90.0,False,False,False,True,False,False,False
Charles Joguet Chinon Clos de la Dioterie 2010,"Chinon, Touraine, Loire, France",91.0,False,False,False,True,False,False,False
Charles Joguet Chinon Clos de la Dioterie 2014,"Chinon, Touraine, Loire, France",92.0,False,False,False,True,False,False,False
